Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Dataset]	Term Source REF	Term Accession Number	Factor Value[Subject ID]	Term Source REF	Term Accession Number	Factor Value[Treatment]	Term Source REF	Term Accession Number	Factor Value[Time]	Unit	Term Source REF	Term Accession Number
PK__AZ_16	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_16	rat_plasma_KU60648			41			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_37	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_37	rat_plasma_KU60648			40			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_11	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_11	rat_plasma_KU60648			36			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC14	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC14	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_08	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_08	rat_plasma_KU60648			41			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_32	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_32	rat_plasma_KU60648			27			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_43	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_43	rat_plasma_KU60648			31			KU60648			1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC15	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC15	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_02	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_02	rat_plasma_KU60648			27			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_39	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_39	rat_plasma_KU60648			44			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_29	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_29	rat_plasma_KU60648			38			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC16	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC16	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48	rat_plasma_KU60648			42			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_05	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_05	rat_plasma_KU60648			43			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_22	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_22	rat_plasma_KU60648			28			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38	rat_plasma_KU60648			33			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_24	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_24	rat_plasma_KU60648			36			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC17	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC17	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_30	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_30	rat_plasma_KU60648			35			KU60648			1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_56	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_56	rat_plasma_KU60648			26			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_19	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_19	rat_plasma_KU60648			34			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC18	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC18	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_58	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_58	rat_plasma_KU60648			30			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_04	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_04	rat_plasma_KU60648			32			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_07	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_07	rat_plasma_KU60648			37			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_28	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_28	rat_plasma_KU60648			45			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC19	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC19	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_50	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_50	rat_plasma_KU60648			29			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_12	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_12	rat_plasma_KU60648			39			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC20	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC20	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_10	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_10	rat_plasma_KU60648			31			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_36	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_36	rat_plasma_KU60648			35			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_53	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_53	rat_plasma_KU60648			33			KU60648			1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_52	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_52	rat_plasma_KU60648			40			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC21	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC21	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_06	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_06	rat_plasma_KU60648			34			KU60648			1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14	rat_plasma_KU60648			44			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_46	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_46	rat_plasma_KU60648			37			experimental condition 'control'	MS	http://purl.obolibrary.org/obo/MS_1001811	2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC22	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC22	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC23	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	pooled quality control sample			Sample collection	PK__QC23	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__Extract_blank_end	blank			blank						experimental blank	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000218	Sample collection	PK__Extract_blank_end	rat_plasma_KU60648										day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14_AZ_Serum_1	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14_AZ_Serum_1	rat_plasma_KU60648			44			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14_AZ_Serum_2	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14_AZ_Serum_2	rat_plasma_KU60648			44			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14_AZ_Serum_3	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14_AZ_Serum_3	rat_plasma_KU60648			44			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38_AZ_Serum_1	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38_AZ_Serum_1	rat_plasma_KU60648			33			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38_AZ_Serum_2	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38_AZ_Serum_2	rat_plasma_KU60648			33			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38_AZ_Serum_3	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38_AZ_Serum_3	rat_plasma_KU60648			33			KU60648			4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48_AZ_Serum_1	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48_AZ_Serum_1	rat_plasma_KU60648			42			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48_AZ_Serum_2	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48_AZ_Serum_2	rat_plasma_KU60648			42			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48_AZ_Serum_3	Rattus norvegicus	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_10116	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	Crl:WI(Han)	RS	http://purl.obolibrary.org/obo/RS_0001833	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48_AZ_Serum_3	rat_plasma_KU60648			42			KU60648			2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC01	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC01	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC02	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC02	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC03	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC03	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC04	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC04	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC05	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC05	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__extract_blank_start	blank			blank						experimental blank	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000218	Sample collection	HP__extract_blank_start	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC06	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC06	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S01	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S01	human_plasma			S01							day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S06	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S06	human_plasma			S06							day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S07	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S07	human_plasma			S07							day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S16	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S16	human_plasma			S16							day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC07	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				pooled quality control sample			Sample collection	HP__QC07	human_plasma										day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S19	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S19	human_plasma			S19							day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S09	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S09	human_plasma			S09							day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__S20	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S20	human_plasma			S20							day	UO	http://purl.obolibrary.org/obo/UO_0000033
