"Sample","0006_Marios_PD1_Inhib2_HP-AF008975-8","0052_Marios_PD1_Inhib2_HP-AF581651-8","0079_Marios_PD1_Inhib2_HP-E9099271-7","0123_Marios_PD1_Inhib2_HP-E9665082-7","0136_Marios_PD1_Inhib2_HP-E9657534-6","0166_Marios_PD1_Inhib2_HP-L1381809-7","0171_Marios_PD1_Inhib2_HP-AE613362-6","0191_Marios_PD1_Inhib2_HP-AD645855-7","0199_Marios_PD1_Inhib2_HP-L1379654-6","0220_Marios_PD1_Inhib2_HP-EA717427-8","0236_Marios_PD1_Inhib2_HP-E9172349-7","0257_Marios_PD1_Inhib2_HP-AE428479-7","0267_Marios_PD1_Inhib2_HP-S3717262-7","0268_Marios_PD1_Inhib2_HP-S4035312-7","0284_Marios_PD1_Inhib2_HP-S3672129-7","0343_Marios_PD1_Inhib2_HP-EA563624-6","0400_Marios_PD1_Inhib2_HP-EA305478-7","0408_Marios_PD1_Inhib2_HP-AE861579-7","0410_Marios_PD1_Inhib2_HP-AE913731-7","0418_Marios_PD1_Inhib2_HP-AE522916-7","0424_Marios_PD1_Inhib2_HP-S4102914-8","0446_Marios_PD1_Inhib2_HP-AE794300-7","0488_Marios_PD1_Inhib2_HP-L1443430-8","0495_Marios_PD1_Inhib2_HP-AD775401-7","0506_Marios_PD1_Inhib2_HP-EA720987-9","0533_Marios_PD1_Inhib2_HP-S3510221-9","0540b_Marios_PD1_Inhib2_HP-PREFB28","0541_Marios_PD1_Inhib2_HP-E9070705-7","0560a_Marios_PD1_Inhib2_HP-PREFA29","0577_Marios_PD1_Inhib2_HP-AE002908-7","0587_Marios_PD1_Inhib2_HP-L1357306-7","0600bb_Marios_PD1_Inhib2_HP-PREFB31","0619_Marios_PD1_Inhib2_HP-L1479330-11","0620_Marios_PD1_Inhib2_HP-AE645251-7","0631_Marios_PD1_Inhib2_HP-AF048321-8","0640_Marios_PD1_Inhib2_HP-AE506727-9","0730_Marios_PD1_Inhib2_HP-E9101839-7","0735_Marios_PD1_Inhib2_HP-AD267750-5","0740b_Marios_PD1_Inhib2_HP-PREFB39","0843_Marios_PD1_Inhib2_HP-S3606424-7","0860a_Marios_PD1_Inhib2_HP-PREFA45","0880_Marios_PD1_Inhib2_HP-EA083054-6","0882_Marios_PD1_Inhib2_HP-S3862083-7","0900b_Marios_PD1_Inhib2_HP-PREFB47","0910_Marios_PD1_Inhib2_HP-AE606326-6","0919_Marios_PD1_Inhib2_HP-E9106380-6","0937_Marios_PD1_Inhib2_HP-E9540924-7","0947_Marios_PD1_Inhib2_HP-AE052722-7","1108_Marios_PD1_Inhib2_HP-L1381844-5","1177_Marios_PD1_Inhib2_HP-AF575413-8"
"Label","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi"
"477.86__243.48","1264856.29263","1885635.76484","3211765.60655","3796708.08958","3093414.77863","4568428.91101","1542428.66554","863866.87922","4997279.81362","1257036.9644","2618300.1482","1907347.69054","1035993.21123","4150779.44039","1958228.17745","2131807.3873","2127739.18738","3328842.9655","3633087.57705","911181.71099","4811439.74551","6376557.8186","4369732.13311","5954592.32926","102484.73631","3265103.6724","3129686.10775","2716876.86794","4322128.19919","4905601.29535","10643998.8166","4275932.85822","1788010.21643","1036170.09589","1742397.3909","1139248.73017","6463.77963","1280957.08878","2766641.93519","874940.6944","2737417.89814","1710858.66805","4759961.38169","2795595.53633","923533.78541","2456341.03946","881234.90641","1968095.19997","2588037.62144","1862123.0936"
"478.2929__389.74","22930718.17342","20535480.13329","12238767.50959","17678397.84798","15631214.64","6522437.12353","36651499.76076","38645159.53931","50347314.04988","31961324.75446","12586512.41171","18692474.85751","15660585.43496","10266513.98767","13584654.66295","18134516.49875","6551261.94728","37631406.27339","48560988.51039","33764919.80257","40541438.60919","18104507.21438","15896153.95893","21507870.96607","39320659.1663","222945.0343","22998400.33808","23621271.63597","25442512.59813","27276522.68174","10719864.92091","25908823.34361","505709.93793","430077.21911","154560.22842","278983.59273","1220281.82291","32523.62224","29485.06173","1633844.19706","299433.98121","1594530.4375","739938.69568","1636308.95343","1021097.20904","1630918.5286","2242142.09819","701784.32453","1192066.118","363307.82482"
"478.348__291.11","8501164.86786","6686049.89865","6249033.27949","6817800.56603","7638791.50928","8566433.87465","8914546.06954","7210608.25411","10744963.83589","6248367.8814","8152930.92335","6987575.60951","8260696.88764","7647301.61551","5946739.51476","7669500.66881","4328048.45726","8622501.9953","7244959.6581","7347585.50442","8724275.7644","12516388.65193","9109556.42408","10817018.03892","7802602.16711","7250653.35018","8104673.09172","6257979.53621","8615402.99107","10443196.52017","20565137.4077","9222499.82283","4731819.47983","6659310.98529","6019104.30707","4390845.63747","5359059.54567","6748095.01147","6839239.46462","4651623.7813","6028805.15485","5107161.47056","8739709.62116","6027691.68838","5264923.43356","5797514.82081","6156446.59873","3384771.22933","6711548.50173","5830845.62143"
"478.3889__108.52","399399.6956","557662.6267","193640.07231","19391.01993","345814.31279","0","469592.23771","755862.75258","0","307527.84496","162467.84066","284342.74094","537704.55083","900560.11916","857303.32084","233676.3631","210259.19619","99255.91345","1607361.74733","495470.59655","0","540648.39707","638022.87515","18389.08102","534465.39177","1012258.2087","251441.96577","223782.48008","269113.43596","1224565.07049","471494.12982","16832.46831","16862980.47103","16472698.57912","12295655.71479","601381.75711","0","17002907.29381","9459801.09495","987762.17132","8402198.10083","0","551733.94609","8734698.50946","9118248.87412","0","553595.1639","10870636.79172","6159420.49922","12145604.87263"
"478.8354__462.23","8231060.2578","9465607.45598","7266169.89461","9152321.06972","9960255.40683","11794558.78525","10800485.36716","6781016.58399","11776973.4751","8302261.48049","9319025.88344","9207206.97056","7807739.76246","8801068.64285","9730603.05346","9898245.17351","9446687.97288","13054718.5983","10113533.74078","8834473.26093","11137035.26184","12786760.18726","10235914.17512","11951710.11461","9121196.11059","12727040.11704","9343807.50529","9531730.39881","9971976.73801","12949211.59024","11141546.10678","10602856.75718","0","9876.23536","11548.12315","0","27645.40994","0","0","17250.97016","29419.32534","26896.54139","33530.37589","50791.27272","97310.11513","33842.58882","19622.64474","81911.45495","0","0"
"478.8497__291.13","3575072.47058","3302033.51614","3123890.4994","3531191.09405","4035926.27224","4363756.24165","4442007.52736","3618201.82308","4872218.75316","3300576.97832","4054493.03757","3513013.64039","3796234.55741","3803175.49425","2860991.48609","4164315.96544","2242318.18078","4327844.02358","4005923.38021","3595388.93621","4577366.8273","5931949.74869","4752392.41725","5796563.81244","3756216.35447","3357780.71965","3982302.93982","3173085.84183","4522858.37995","5554761.96873","11090335.18266","4542861.68355","2529218.00587","3590147.86712","2955587.08196","1260385.74326","2680251.49898","1789333.28142","3348058.91534","2442012.86647","1647756.71101","2429993.96503","4459049.23247","2985974.09562","2842033.95532","2984791.56607","1345800.05776","2834823.03236","3446698.50713","2838702.37747"
"479.2962__389.77","5597612.8022","5040561.34968","3015307.56855","4382626.29511","3770264.27336","1578158.0586","9128295.99219","9585250.54957","12638591.22427","7778231.68735","3080232.05259","4594254.70963","3876197.58777","2508768.42785","3413318.03966","4434958.80967","1623555.432","9292844.64965","12202271.47637","8406666.451","10022591.22763","4495218.83814","3834921.95554","5143539.35505","9862024.51179","12905614.21964","5688237.79291","5830900.1563","6281895.3793","6773981.04256","2584405.51908","6446395.95786","33156.03918","0","65215.43602","0","29730.55659","0","0","193846.87946","82195.12299","225458.79454","51316.17639","184128.37988","57492.38637","143345.31882","252709.6814","20913.53484","47896.62647","43464.64919"
"479.3365__108.86","762375.22975","519451.46071","511190.16688","185331.26803","228382.26393","509926.3925","561458.42865","300466.44932","4932876.0829","210679.76368","829530.51462","9180114.77428","1003164.5216","386931.49453","409863.49414","51282.13881","293764.89949","448148.12429","1096214.92505","490948.13771","1080851.4292","591421.13854","128070.83453","4683322.05202","1035545.6161","577902.23797","2116114.96326","154838.3924","238042.64709","777949.81902","1745312.93922","2363693.50447","4453239.91604","4301834.63507","3048589.3972","2429425.81204","217834.03656","3907440.5335","2398780.93586","1100914.72951","1819167.2239","103939.30859","939888.08728","2081146.2078","2193054.96548","58056.90505","1060169.9667","2524094.36415","1156179.38436","2936453.41094"
"479.3374__339.67","1286522.40734","948839.76147","1163117.63326","1206578.95579","1445599.56169","1621272.2659","1471216.48199","2256684.77778","1816698.45886","746666.0239","1180278.02644","2045744.83876","1453634.03283","1286739.17645","1208211.00268","1650085.93478","955666.02949","1563234.13876","1302878.1776","1508580.23781","1542496.66256","2253799.3538","1377462.56913","1896048.83444","925877.9773","1746342.09568","1448680.78149","1077228.58862","1645808.31326","1951591.02191","4960351.68642","1675305.0917","1165586.42817","70760.72832","997424.26707","655375.3741","1068685.96965","1098684.37977","1098557.16984","915986.89108","1206893.71575","909566.40642","1477528.79036","1090565.85454","747462.12964","1126706.58747","966200.84052","1166429.82956","1032364.49266","287833.57631"
"479.8389__462.18","480859.95235","644018.24939","400898.48743","562640.17514","556681.20626","617844.90353","684438.45849","391248.0844","659792.90602","436406.38782","527674.92241","590881.03252","422079.60712","573423.20939","580927.2839","613900.88772","578296.14923","787212.88866","602024.8174","545837.00579","665936.36031","783743.19349","535065.00589","713500.66505","481427.24676","740403.46459","518634.84421","593414.28638","513582.76385","835890.32718","696206.32232","634184.57287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"479.8393__339.81","598740.58162","437367.74025","421240.85298","489673.69394","480761.25863","712700.02148","621887.14799","1011560.93449","766775.94274","294059.36066","347016.77287","820259.05488","655090.57889","574026.59838","502927.1416","734818.91944","396246.27756","722064.49106","586686.14465","767490.05268","771691.23637","1018395.60748","651393.95178","814877.37852","346475.28622","767257.25798","553584.93003","448131.87169","646868.48397","881293.94801","2510910.70812","638672.53431","507878.94878","90823.94915","120394.11167","214968.23934","316307.00693","249618.99639","457543.76477","378219.3852","189472.17344","480821.13918","684771.36275","341953.20246","361513.08424","405298.49714","375426.92505","485929.26105","447595.52596","177871.49948"
"480.1574__103.19","463153.0703","512992.11105","1189241.51792","908385.2103","1574037.99569","1203955.71559","884290.56208","967109.24379","783962.46291","386435.46046","341497.64487","166377.08665","122100.74853","360455.83848","983149.16683","0","597357.7267","596508.24896","797778.32645","513883.32831","116002.43806","634405.78836","160084.03508","40076.01685","30732.93231","167382.96335","898528.39332","438647.93548","853320.75335","155758.2032","1451127.78992","1590313.43806","1435101.89011","1660889.19687","1869207.16133","432191.39683","844338.58094","2355498.57582","2000445.82718","3030245.14287","1398690.78776","791352.81147","1748332.07016","1822435.44729","1828243.79019","884848.19705","2408140.35509","1820656.15853","251953.20435","2471191.95346"
"480.3088__387.9","8238508.66544","11579590.75659","10962569.59482","11764927.80821","10208410.44034","8179516.58046","19253893.21088","15966949.67015","24846689.96074","16381640.44144","9146720.97104","10006158.53734","9866583.15566","8392509.15985","6422894.42436","9110993.01316","4743611.65475","17345609.77518","30043873.78702","12135852.93722","19719567.76637","11161484.8996","15799604.57733","9340636.12975","8894207.13035","23424278.65383","12505223.84198","9141821.88534","13802533.10989","8138077.43546","8548568.92564","14145244.23002","52017.99781","47643.62809","90979.43785","0","97468.8034","44019.09944","7480.25839","375493.09497","161708.42996","1383601.64467","262406.05342","500508.89419","433802.7173","449428.51007","514237.87651","262294.75833","691931.01535","300008.10782"
"480.3446__464.26","7209157.1602","11921470.72691","682144.13675","6271016.52504","6998377.62493","16493736.09285","8076748.03363","14411491.97097","10012894.22524","8750998.9031","9235302.09124","6627423.02651","9602326.96471","8454006.8578","9894485.81178","6561307.51406","5008684.95215","7728275.66849","13253574.74901","8047127.5384","10186561.06743","6269189.49189","30646013.40802","4800588.79498","8163229.24643","9656773.38075","8346584.15292","8271133.27023","9738287.3857","15869347.8138","8114949.61605","10220273.33884","292319.13115","149578.60986","118700.16384","27777.19801","250311.24771","124704.31941","65666.17646","125136.23544","550908.87993","788068.49634","695109.45595","959711.29466","323710.03088","625363.18991","762609.15693","844706.31262","721536.44679","560429.49434"
"480.348__315.77","2107549.28705","1801304.39696","1699052.00617","1015561.04426","2369790.67396","2518083.7134","2267188.88989","766525.93803","2848581.31328","1873716.65082","2031607.75087","1642057.27056","1957017.29086","2237980.83354","1550501.86129","2122825.00305","1128718.23413","2328599.71221","2077850.52229","1791445.90472","2609060.96724","3478893.62123","2283510.8091","3690851.0303","1812106.0906","2244646.23254","2216993.25399","1608430.99528","2311019.40599","3323946.42798","6340688.98289","2552058.20311","874652.61336","1529725.77749","1552828.97721","1026465.85693","1252241.453","1721909.32873","1671720.16537","1093997.92101","1739463.07176","1261956.50676","2181149.62733","1495850.87167","1318754.68975","1449291.22834","1681169.9958","1444697.40124","1772827.75931","1546616.64985"
"480.3663__109.42","3535588.82099","1955594.73593","1071503.5253","918388.59877","1121922.66159","1606139.50043","3323149.56948","3924041.37184","825111.26883","932072.65941","1993144.05449","2371119.10725","2738069.63289","2541810.06701","3549304.0447","2121810.41037","1292901.75901","1999097.75301","5652340.73286","3978925.00224","6316438.2597","3691909.25753","9469.38678","1217708.98842","2941096.56523","2971133.78153","2261222.12716","1252098.05135","2325436.33664","4937286.4848","2785712.12994","2491913.09783","317108.22087","417995.54713","224980.0961","1881647.49157","0","343811.89995","166653.49272","201835.38902","414715.77941","0","111452.91985","142658.22781","185845.03073","22850.54916","94512.69945","677454.47029","214086.94012","458661.76017"
"480.6824__315.86","1533189.94669","1321349.30543","1282726.22787","1467202.19007","1760399.38606","1824468.72276","1805214.97898","1102664.19582","2267935.5886","1456613.66442","1622848.02536","1265261.10014","1478347.08903","1542535.29092","1095057.9078","1555309.55536","830375.19836","1670103.52985","1510425.62932","1285051.30673","2002774.1722","2660285.26904","1781647.62511","2782161.92485","1470498.6886","1650402.58091","1788449.63721","1413958.11129","1836593.37221","2405676.69583","5211204.00642","1946318.68562","737455.37037","1046501.873","1053133.52196","730993.26779","937921.66979","1232626.83827","1362598.76057","754339.28463","1167161.30602","955032.91302","1719521.88583","1142076.87398","1009280.24445","1060083.9762","1383317.98723","971357.31118","1349604.02894","1254388.34224"
"480.8333__462.25","1626497.18974","1883840.14637","1445195.44926","1881188.83819","1986165.55583","2353154.6875","2179821.86364","1398268.19275","2359037.6172","1655983.83583","1798618.38634","1873866.78694","1564000.95272","1676151.99417","1876351.37664","2039666.21907","2042114.5744","2716377.31307","2072830.80914","1832868.57572","2243889.99786","2530025.65126","1892935.30654","2454943.80912","1824941.17463","2531627.0509","1817683.70984","1895760.36164","1949394.02587","2750028.44246","2237991.07868","2137443.20134","0","0","10465.44016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"481.0078__352.15","1704294.5442","1238863.42653","1172352.43381","1437038.10287","1485412.81657","1964665.14708","1845526.07973","1186825.06017","2218622.47676","1565664.48285","1806117.89624","1459838.06231","1375809.15557","1570498.71476","1098098.15983","1481517.20758","791530.96278","1703377.11314","1579151.66613","1286141.76425","1882787.09642","2722094.15409","1797226.06622","2599043.46914","1242870.81965","1846148.69975","1644370.32722","1338325.64255","1639740.27879","2260664.48193","4827276.01407","1911448.1634","911565.3763","1239654.59094","1048056.85045","733377.72821","958809.5193","1391512.17","1496884.58107","838834.93261","1215257.04206","991262.72808","1785948.00161","1220411.37781","1117880.21676","990396.0699","1240080.48328","1078481.89027","1492766.5327","1281747.55922"
"481.1599__103.66","0","0","375426.86435","233540.62848","527684.18604","217673.30389","212809.19847","226995.8754","172832.45425","0","0","6844.25821","7697.59254","0","278886.16135","0","131742.37522","38751.56402","11609.13205","108102.73675","7644.28482","19035.28738","0","0","0","0","178943.21323","0","307140.59252","0","410877.5632","468495.20221","1763538.80182","1494021.96088","1670122.412","946917.28373","777163.94825","1143016.86368","1789677.38628","2274526.74458","1299111.62814","865766.28349","1646497.96735","1593045.38332","2309442.21448","447905.77393","2110457.17537","1303707.09279","315721.66707","335758.18514"
"481.3121__387.9","2178120.16782","2899954.36484","2727908.23712","2997723.21432","2606049.45238","2068906.95426","4876417.2318","3998793.29375","6116307.03285","4037735.42877","2226706.89123","2460483.53766","2481769.10195","2129577.33102","1580229.04047","2346130.04879","1141579.64741","4372579.9593","7455305.21331","3034156.57486","4796778.29675","2830944.0478","4067841.60685","2331561.34709","2200389.66104","5959150.93071","3162248.79327","2403792.86035","3533956.48214","2057536.865","2129857.90803","3602662.72114","0","0","13525.06537","0","0","0","0","15846.75206","0","184276.26584","91946.01395","92895.68314","84835.08301","51437.10013","76646.10457","50393.58299","180441.90624","54403.02019"
"481.3421__352.22","1273694.58531","943944.26438","733516.2121","1007261.03567","1349060.50385","1468722.00072","1421331.40401","1076614.88169","1667763.77754","1171481.74212","1101399.87087","1008745.26833","929553.51747","1101040.89601","804032.95718","1237635.0437","536432.60944","1295822.25737","1155622.31934","1033574.76482","1402428.45265","2080865.43166","1383667.41073","2045885.50059","1046449.75819","1362530.43626","1241655.29622","898955.50838","1217249.18171","1685263.30798","3598371.23778","1274848.92251","84243.10511","988377.41886","755210.96476","667596.22141","0","1049357.29006","877556.48161","612476.75676","928027.82688","703175.69321","1319850.95616","892665.92316","818812.87114","765789.24931","878845.3235","801774.57625","1065332.54828","770272.51604"
"481.3482__464.28","1777469.13871","3144786.2369","109392.94919","1525040.30373","1683228.76477","4066279.02672","2075875.51187","3834085.45015","2469651.16852","2256386.98868","2335965.00809","1628341.90995","2541875.7275","2034725.08773","2686596.43821","1591817.95821","1165216.27653","2004401.56319","3514288.78873","1986073.26937","2497085.54727","1580322.18407","7834410.5562","1096073.95212","2149491.14396","2433786.77487","2005123.1359","2091900.41128","2524223.69992","4144254.56626","1983936.63226","2647688.24502","30110.95361","16315.71351","0","0","11600.47537","29592.55235","4546.8493","209371.05643","17290.65407","13725.67673","9178.4049","58756.04017","14035.60339","35996.07268","36310.51873","66082.8908","85408.44116","0"
